date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:39%20GMT	http://www.dd-partners.it/?p=99	D:/httrack/downloaded/DD/www.dd-partners.it/index5401.html	(from http://www.dd-partners.it/it/cosa-facciamo/consulting/)
12:45:40	2362/2362	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:40%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Fconsulting%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embedefe5	(from http://www.dd-partners.it/it/cosa-facciamo/consulting/)
12:45:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:41%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/cosa-facciamo/consulting/)
12:45:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:42%20GMT	http://www.dd-partners.it/?p=101	D:/httrack/downloaded/DD/www.dd-partners.it/index198a.html	(from http://www.dd-partners.it/it/cosa-facciamo/areas-of-expertise/)
12:45:42	2310/2310	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:41%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Fareas-of-expertise%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embeddbc2.json	(from http://www.dd-partners.it/it/cosa-facciamo/areas-of-expertise/)
12:45:43	2402/2402	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:42%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Fareas-of-expertise%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embedf040	(from http://www.dd-partners.it/it/cosa-facciamo/areas-of-expertise/)
12:45:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:43%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/cosa-facciamo/areas-of-expertise/)
12:45:44	2310/2310	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:44%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Fdelivered-projects%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed80a1.json	(from http://www.dd-partners.it/it/cosa-facciamo/delivered-projects/)
12:45:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:44%20GMT	http://www.dd-partners.it/?p=118	D:/httrack/downloaded/DD/www.dd-partners.it/indexdb4e.html	(from http://www.dd-partners.it/it/cosa-facciamo/delivered-projects/)
12:45:45	2402/2402	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:45%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Fdelivered-projects%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embedc2dd	(from http://www.dd-partners.it/it/cosa-facciamo/delivered-projects/)
12:45:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:46%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/cosa-facciamo/delivered-projects/)
12:45:46	701828/701828	---M--	200	added ('OK')	image/png	etag:%22ab584-53fb1d82ad400%22	http://www.dd-partners.it/wp-content/uploads/2016/06/heads-1024x398.png	D:/httrack/downloaded/DD/www.dd-partners.it/wp-content/uploads/2016/06/heads-1024x398.png	(from http://www.dd-partners.it/en/about-us/)
12:45:47	2320/2320	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:46%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Ftogether-2-transform%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed4d0b.json	(from http://www.dd-partners.it/it/cosa-facciamo/together-2-transform/)
12:45:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:47%20GMT	http://www.dd-partners.it/?p=103	D:/httrack/downloaded/DD/www.dd-partners.it/indexe6f0.html	(from http://www.dd-partners.it/it/cosa-facciamo/together-2-transform/)
12:45:48	2412/2412	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:47%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcosa-facciamo%2Ftogether-2-transform%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed0ea5	(from http://www.dd-partners.it/it/cosa-facciamo/together-2-transform/)
12:45:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:48%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/cosa-facciamo/together-2-transform/)
12:45:49	2230/2230	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:49%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcontatti%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embedd002.json	(from http://www.dd-partners.it/it/contatti/)
12:45:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:49%20GMT	http://www.dd-partners.it/?p=40	D:/httrack/downloaded/DD/www.dd-partners.it/index3ba0.html	(from http://www.dd-partners.it/it/contatti/)
12:45:50	2324/2324	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:50%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Fcontatti%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed32e2	(from http://www.dd-partners.it/it/contatti/)
12:45:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:51%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/contatti/)
12:45:52	14315/14315	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2011:45:52%20GMT	http://www.dd-partners.it/it/articoli/	D:/httrack/downloaded/DD/www.dd-partners.it/it/articoli/index.html	(from http://www.dd-partners.it/devel/it/articoli/)
12:45:52	2382/2382	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:51%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2F2016%2F10%2F25%2Fil-cio%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed2ff6.json	(from http://www.dd-partners.it/it/2016/10/25/il-cio/)
12:45:52	16339/16339	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2011:45:52%20GMT	http://www.dd-partners.it/en/links/	D:/httrack/downloaded/DD/www.dd-partners.it/en/links/index.html	(from http://www.dd-partners.it/devel/en/links/)
12:45:52	809/809	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225d80aca025e204e55eda501b707ee6bf%22	http://www.dd-partners.it/it/2016/10/25/il-cio/feed/	D:/httrack/downloaded/DD/www.dd-partners.it/it/2016/10/25/il-cio/feed/index.html	(from http://www.dd-partners.it/it/2016/10/25/il-cio/)
12:45:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:53%20GMT	http://www.dd-partners.it/?p=111	D:/httrack/downloaded/DD/www.dd-partners.it/indexbbbb.html	(from http://www.dd-partners.it/it/2016/10/25/il-cio/)
12:45:53	2472/2472	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:53%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2F2016%2F10%2F25%2Fil-cio%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed4658	(from http://www.dd-partners.it/it/2016/10/25/il-cio/)
12:45:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:54%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/2016/10/25/il-cio/)
12:45:55	2215/2215	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:55%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fen%2Flinks%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed9185-2.json	(from http://www.dd-partners.it/en/links/)
12:45:55	17083/17083	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2011:45:55%20GMT	http://www.dd-partners.it/it/link-di-interesse/	D:/httrack/downloaded/DD/www.dd-partners.it/it/link-di-interesse/index.html	(from http://www.dd-partners.it/devel/it/link-di-interesse/)
12:45:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:55%20GMT	http://www.dd-partners.it/?p=420	D:/httrack/downloaded/DD/www.dd-partners.it/index17d3.html	(from http://www.dd-partners.it/en/links/)
12:45:56	2309/2309	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:56%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fen%2Flinks%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed8278	(from http://www.dd-partners.it/en/links/)
12:45:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:56%20GMT	http://www.dd-partners.it/en	D:/httrack/downloaded/DD/www.dd-partners.it/en	(from http://www.dd-partners.it/en/links/)
12:45:58	2230/2230	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:45:57%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Farticoli%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed8b32.json	(from http://www.dd-partners.it/it/articoli/)
12:45:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:58%20GMT	http://www.dd-partners.it/?p=413	D:/httrack/downloaded/DD/www.dd-partners.it/index672e.html	(from http://www.dd-partners.it/it/articoli/)
12:45:58	2324/2324	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:45:58%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Farticoli%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embeda895	(from http://www.dd-partners.it/it/articoli/)
12:45:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:45:59%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/articoli/)
12:46:00	12528/12528	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2011:45:59%20GMT	http://www.dd-partners.it/en/articles/	D:/httrack/downloaded/DD/www.dd-partners.it/en/articles/index.html	(from http://www.dd-partners.it/it/articoli/)
12:46:00	2275/2275	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:46:00%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Flink-di-interesse%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embeddb9e.json	(from http://www.dd-partners.it/it/link-di-interesse/)
12:46:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:46:01%20GMT	http://www.dd-partners.it/?p=418	D:/httrack/downloaded/DD/www.dd-partners.it/index1263.html	(from http://www.dd-partners.it/it/link-di-interesse/)
12:46:01	2369/2369	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:46:01%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fit%2Flink-di-interesse%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed316a	(from http://www.dd-partners.it/it/link-di-interesse/)
12:46:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:46:02%20GMT	http://www.dd-partners.it/it	D:/httrack/downloaded/DD/www.dd-partners.it/it	(from http://www.dd-partners.it/it/link-di-interesse/)
12:46:03	2230/2230	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202019%2011:46:03%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fen%2Farticles%2F	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embedff4b.json	(from http://www.dd-partners.it/en/articles/)
12:46:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:46:03%20GMT	http://www.dd-partners.it/?p=416	D:/httrack/downloaded/DD/www.dd-partners.it/index5750.html	(from http://www.dd-partners.it/en/articles/)
12:46:04	2324/2324	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202019%2011:46:04%20GMT	http://www.dd-partners.it/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.dd-partners.it%2Fen%2Farticles%2F&format=xml	D:/httrack/downloaded/DD/www.dd-partners.it/wp-json/oembed/1.0/embed44ff	(from http://www.dd-partners.it/en/articles/)
12:46:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202019%2011:46:04%20GMT	http://www.dd-partners.it/en	D:/httrack/downloaded/DD/www.dd-partners.it/en	(from http://www.dd-partners.it/en/articles/)
